,Operatore,Profilo,Velocità (down/up),Territorio,Periodo,Tipo,Media,Dev. Std.,Min,Max,TP%,Misure
908,Iliad,iliadbox,"
1.000,0Mbps700,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"900,8Mbps","55052,1","855,8Mbps",,,5944
909,Intred,FIBRAROLLERCOASTER-FTTC,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"80,9Mbps","1765,8","80,1Mbps",,,9021
910,Irideos,AziendaVoceInternet,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"79,0Mbps","19068,0","54,6Mbps",,,50718
911,Irideos,UfficioVoceInternet,"
20,0Mbps1,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"16,0Mbps","4433,7","10,3Mbps",,,60820
912,Optima,None,"
1.000,0Mbps300,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"929,1Mbps","37976,5","883,6Mbps",,,9018
913,Optima,VitaMiaConsumerFIBRA+FlatvsFissi,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"70,9Mbps","23942,8","24,2Mbps",,,71773
914,Optima,VitaMiaInternetVeloceVDSL2,"
50,0Mbps10,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"33,3Mbps","2950,3","31,5Mbps",,,7977
915,SiPortal,None,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"54,9Mbps","9535,5","56,4Mbps",,,2844
916,Sky,Fibra100%,"
1.000,0Mbps300,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"968,2Mbps","8073,7","962,1Mbps",,,17792
917,Sky,SuperInternet,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"59,1Mbps","16987,2","31,6Mbps",,,41229
918,Sky,SuperInternet,"
200,0Mbps20,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"110,9Mbps","25565,6","83,3Mbps",,,16665
919,SorgeniaFiber,NextFiber,"
1.000,0Mbps300,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"974,7Mbps","34673,0","976,8Mbps",,,3586
920,Tecnodata,,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"98,7Mbps","19,0","98,7Mbps",,,8916
921,Terrecablate,MyHomeADSL,"
20,0Mbps1,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"18,1Mbps","32,8","18,1Mbps",,,6045
922,Terrecablate,MyHomeFibra,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"29,7Mbps","2012,4","29,9Mbps",,,8989
923,TIM,PREMIUMFIBRA,"
1.000,0Mbps300,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"970,7Mbps","10510,5","957,7Mbps",,,17033
924,TIM,TIMSuperADSL,"
7,0Mbps384.0kbps
",Nazionale,"
Lug2022Dic2022
",Download,"7,0Mbps","159,3","7,0Mbps",,,15642
925,TIM,TIMSuperADSL,"
10,0Mbps1,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"9,8Mbps","496,2","9,8Mbps",,,90468
926,TIM,TIMSuperMega,"
30,0Mbps3,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"29,4Mbps","1425,1","29,4Mbps",,,101419
927,TIM,TIMSuperMega,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"95,7Mbps","6689,6","79,8Mbps",,,54717
928,TIM,TIMSuperMega,"
200,0Mbps20,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"195,9Mbps","654,1","195,3Mbps",,,24626
929,Tiscali,None,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"68,7Mbps","15113,8","48,3Mbps",,,19275
930,Tiscali,TuttoIncluso,"
8,0Mbps1,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"7,3Mbps","0,5","7,3Mbps",,,1340
931,Tiscali,TuttoIncluso,"
20,0Mbps1,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"14,9Mbps","4238,7","12,8Mbps",,,18748
932,Vianova,None,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"86,5Mbps","11899,3","79,1Mbps",,,16581
933,Vianova,VIAVDSL50/10MV3NGA,"
50,0Mbps10,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"49,7Mbps","243,5","49,7Mbps",,,14364
934,Vodafone,"SuperADSL
","
20,0Mbps1,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"18,4Mbps","2823,7","16,4Mbps",,,43642
935,Vodafone,SuperADSL,"
16,0Mbps1,2Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"15,1Mbps","701,6","14,0Mbps",,,29412
936,Vodafone,SuperADSL,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"87,8Mbps","7428,0","81,8Mbps",,,67211
937,Vodafone,SuperADSL,"
200,0Mbps20,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"169,1Mbps","2077,3","169,2Mbps",,,8446
938,Vodafone,SuperADSL,"
1.000,0Mbps200,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"979,4Mbps","15501,4","963,3Mbps",,,25295
939,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusive","
8,0Mbps512.0kbps
",Nazionale,"
Lug2022Dic2022
",Download,"7,0Mbps","255,8","6,9Mbps",,,17402
940,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
10,0Mbps1,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"8,9Mbps","0,8","8,9Mbps",,,3556
941,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
12,0Mbps1,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"13,6Mbps","6543,8","11,8Mbps",,,8505
942,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
14,0Mbps1,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"11,6Mbps","820,3","10,8Mbps",,,18045
943,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
17,0Mbps1,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"15,0Mbps","31,7","15,0Mbps",,,9020
944,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
20,0Mbps1,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"17,6Mbps","2327,6","16,2Mbps",,,33352
945,Wind,WINDInternet100,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"92,5Mbps","556,1","91,6Mbps",,,8639
